subject,condition,n,A_yes1yes2,B_yes1no2,C_no1yes2,D_no1no2,p_yes1,p_yes2,Q_reported_smoothed,Q_unsmoothed,resolution,n_alt_combinations,note
32,RepeatedLure,2.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,,A: sum(n)=25 and rl identity satisfied,1,
33,SameItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,
33,DifferentItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
33,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
33,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,A: sum(n)=25 and rl identity satisfied,1,
33,PairItem,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
33,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
34,SameItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
34,DifferentItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
34,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
34,ItemPair,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
34,PairItem,4.0,3.0,1.0,0.0,0.0,1.0,0.75,0.4,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
34,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
35,SameItem,5.0,2.0,0.0,3.0,0.0,0.4,1.0,-0.166667,,A: sum(n)=25 and rl identity satisfied,1,
35,DifferentItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
35,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
35,ItemPair,8.0,7.0,0.0,1.0,0.0,0.875,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
35,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
35,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
36,SameItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
36,DifferentItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
36,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
36,ItemPair,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,A: sum(n)=25 and rl identity satisfied,1,
36,PairItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
36,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
37,SameItem,6.0,5.0,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.941176,1.0,A: sum(n)=25 and rl identity satisfied,1,
37,DifferentItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,1,
37,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
37,ItemPair,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
37,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
37,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
38,SameItem,5.0,3.0,0.0,2.0,0.0,0.6,1.0,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
38,DifferentItem,5.0,3.0,1.0,1.0,0.0,0.8,0.8,-0.125,-1.0,A: sum(n)=25 and rl identity satisfied,1,
38,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
38,ItemPair,7.0,5.0,0.0,2.0,0.0,0.7142857142857143,1.0,0.375,,A: sum(n)=25 and rl identity satisfied,1,
38,PairItem,6.0,4.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.285714,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
38,RepeatedLure,2.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,,A: sum(n)=25 and rl identity satisfied,1,
39,SameItem,6.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5,A: sum(n)=25 and rl identity satisfied,1,
39,DifferentItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,1,
39,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
39,ItemPair,8.0,5.0,1.0,2.0,0.0,0.75,0.875,-0.153846,-1.0,A: sum(n)=25 and rl identity satisfied,1,
39,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
39,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
40,SameItem,4.0,3.0,0.0,1.0,0.0,0.75,1.0,0.4,,A: sum(n)=25 and rl identity satisfied,1,
40,DifferentItem,6.0,3.0,2.0,0.0,1.0,0.8333333333333334,0.5,0.615385,1.0,A: sum(n)=25 and rl identity satisfied,1,
40,IntactPair,3.0,2.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.25,,A: sum(n)=25 and rl identity satisfied,1,
40,ItemPair,7.0,4.0,1.0,2.0,0.0,0.7142857142857143,0.8571428571428571,-0.25,-1.0,A: sum(n)=25 and rl identity satisfied,1,
40,PairItem,5.0,3.0,1.0,1.0,0.0,0.8,0.8,-0.125,-1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
40,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
41,SameItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,2,
41,DifferentItem,5.0,2.0,2.0,0.0,1.0,0.8,0.4,0.5,1.0,A: sum(n)=25 and rl identity satisfied,2,
41,IntactPair,3.0,2.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.25,,A: sum(n)=25 and rl identity satisfied,2,
41,ItemPair,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,2,
41,PairItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
41,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,2,n=0: no items in this condition this cycle
42,SameItem,6.0,4.0,1.0,0.0,1.0,0.8333333333333334,0.6666666666666666,0.8,1.0,A: sum(n)=25 and rl identity satisfied,2,
42,DifferentItem,5.0,2.0,2.0,1.0,0.0,0.8,0.6,-0.5,-1.0,A: sum(n)=25 and rl identity satisfied,2,
42,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,2,
42,ItemPair,7.0,4.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.5,0.6,A: sum(n)=25 and rl identity satisfied,2,
42,PairItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
42,RepeatedLure,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,,A: sum(n)=25 and rl identity satisfied,2,
43,SameItem,6.0,3.0,1.0,0.0,2.0,0.6666666666666666,0.5,0.842105,1.0,A: sum(n)=25 and rl identity satisfied,1,
43,DifferentItem,5.0,0.0,4.0,1.0,0.0,0.8,0.2,-0.928571,-1.0,A: sum(n)=25 and rl identity satisfied,1,
43,IntactPair,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.875,1.0,A: sum(n)=25 and rl identity satisfied,1,
43,ItemPair,8.0,4.0,2.0,0.0,2.0,0.75,0.5,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
43,PairItem,3.0,1.0,2.0,0.0,0.0,1.0,0.3333333333333333,-0.25,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
43,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
44,SameItem,6.0,3.0,0.0,1.0,2.0,0.5,0.6666666666666666,0.842105,1.0,A: sum(n)=25 and rl identity satisfied,1,
44,DifferentItem,3.0,2.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.25,,A: sum(n)=25 and rl identity satisfied,1,
44,IntactPair,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.875,1.0,A: sum(n)=25 and rl identity satisfied,1,
44,ItemPair,8.0,7.0,0.0,0.0,1.0,0.875,0.875,0.956522,1.0,A: sum(n)=25 and rl identity satisfied,1,
44,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
44,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
45,SameItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
45,DifferentItem,5.0,1.0,4.0,0.0,0.0,1.0,0.2,-0.5,,A: sum(n)=25 and rl identity satisfied,1,
45,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
45,ItemPair,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
45,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
45,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
46,SameItem,5.0,4.0,0.0,0.0,1.0,0.8,0.8,0.928571,1.0,A: sum(n)=25 and rl identity satisfied,1,
46,DifferentItem,4.0,2.0,2.0,0.0,0.0,1.0,0.5,0.0,,A: sum(n)=25 and rl identity satisfied,1,
46,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
46,ItemPair,7.0,6.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.625,,A: sum(n)=25 and rl identity satisfied,1,
46,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
46,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
47,SameItem,6.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5,A: sum(n)=25 and rl identity satisfied,1,
47,DifferentItem,5.0,0.0,4.0,1.0,0.0,0.8,0.2,-0.928571,-1.0,A: sum(n)=25 and rl identity satisfied,1,
47,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
47,ItemPair,7.0,6.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.625,,A: sum(n)=25 and rl identity satisfied,1,
47,PairItem,6.0,4.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.285714,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
47,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
48,SameItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
48,DifferentItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
48,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
48,ItemPair,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
48,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
48,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
49,SameItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
49,DifferentItem,4.0,3.0,1.0,0.0,0.0,1.0,0.75,0.4,,A: sum(n)=25 and rl identity satisfied,1,
49,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
49,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,A: sum(n)=25 and rl identity satisfied,1,
49,PairItem,4.0,3.0,1.0,0.0,0.0,1.0,0.75,0.4,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
49,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
50,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
50,DifferentItem,5.0,4.0,0.0,0.0,1.0,0.8,0.8,0.928571,1.0,A: sum(n)=25 and rl identity satisfied,1,
50,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
50,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,A: sum(n)=25 and rl identity satisfied,1,
50,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
50,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
51,SameItem,6.0,5.0,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.941176,1.0,A: sum(n)=25 and rl identity satisfied,1,
51,DifferentItem,6.0,4.0,0.0,2.0,0.0,0.6666666666666666,1.0,0.285714,,A: sum(n)=25 and rl identity satisfied,1,
51,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
51,ItemPair,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
51,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
51,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
52,SameItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,
52,DifferentItem,5.0,1.0,3.0,1.0,0.0,0.8,0.4,-0.75,-1.0,A: sum(n)=25 and rl identity satisfied,1,
52,IntactPair,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
52,ItemPair,9.0,6.0,1.0,2.0,0.0,0.7777777777777778,0.8888888888888888,-0.071429,-1.0,A: sum(n)=25 and rl identity satisfied,1,
52,PairItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
52,RepeatedLure,3.0,0.0,0.0,2.0,1.0,0.0,0.6666666666666666,-0.25,,A: sum(n)=25 and rl identity satisfied,1,
53,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
53,DifferentItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
53,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
53,ItemPair,8.0,4.0,2.0,1.0,1.0,0.75,0.625,0.285714,0.3333333333333333,A: sum(n)=25 and rl identity satisfied,1,
53,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
53,RepeatedLure,3.0,1.0,0.0,2.0,0.0,0.3333333333333333,1.0,-0.25,,A: sum(n)=25 and rl identity satisfied,1,
54,SameItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
54,DifferentItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
54,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
54,ItemPair,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
54,PairItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
54,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
55,SameItem,4.0,2.0,1.0,1.0,0.0,0.75,0.75,-0.285714,-1.0,A: sum(n)=25 and rl identity satisfied,1,
55,DifferentItem,6.0,4.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.0,A: sum(n)=25 and rl identity satisfied,1,
55,IntactPair,3.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,A: sum(n)=25 and rl identity satisfied,1,
55,ItemPair,6.0,4.0,1.0,0.0,1.0,0.8333333333333334,0.6666666666666666,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
55,PairItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
55,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
56,SameItem,5.0,3.0,1.0,1.0,0.0,0.8,0.8,-0.125,-1.0,A: sum(n)=25 and rl identity satisfied,1,
56,DifferentItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,1,
56,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
56,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,A: sum(n)=25 and rl identity satisfied,1,
56,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
56,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
57,SameItem,5.0,2.0,0.0,1.0,2.0,0.4,0.6,0.785714,1.0,A: sum(n)=25 and rl identity satisfied,1,
57,DifferentItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
57,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
57,ItemPair,7.0,5.0,0.0,2.0,0.0,0.7142857142857143,1.0,0.375,,A: sum(n)=25 and rl identity satisfied,1,
57,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
57,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
58,SameItem,5.0,4.0,0.0,0.0,1.0,0.8,0.8,0.928571,1.0,A: sum(n)=25 and rl identity satisfied,1,
58,DifferentItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
58,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
58,ItemPair,8.0,6.0,0.0,1.0,1.0,0.75,0.875,0.857143,1.0,A: sum(n)=25 and rl identity satisfied,1,
58,PairItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
58,RepeatedLure,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,,A: sum(n)=25 and rl identity satisfied,1,
59,SameItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
59,DifferentItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
59,IntactPair,2.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,,A: sum(n)=25 and rl identity satisfied,1,
59,ItemPair,6.0,4.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.0,A: sum(n)=25 and rl identity satisfied,1,
59,PairItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
59,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
60,SameItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
60,DifferentItem,4.0,3.0,0.0,1.0,0.0,0.75,1.0,0.4,,A: sum(n)=25 and rl identity satisfied,1,
60,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
60,ItemPair,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
60,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
60,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
61,SameItem,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
61,DifferentItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,
61,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
61,ItemPair,8.0,7.0,0.0,1.0,0.0,0.875,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
61,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
61,RepeatedLure,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
62,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,2,
62,DifferentItem,5.0,1.0,2.0,2.0,0.0,0.6,0.6,-0.785714,-1.0,A: sum(n)=25 and rl identity satisfied,2,
62,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,2,
62,ItemPair,8.0,3.0,2.0,3.0,0.0,0.625,0.75,-0.666667,-1.0,A: sum(n)=25 and rl identity satisfied,2,
62,PairItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
62,RepeatedLure,2.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,,A: sum(n)=25 and rl identity satisfied,2,
63,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,C: fell back to per-condition solve,0,
63,DifferentItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,C: fell back to per-condition solve,0,
63,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,C: fell back to per-condition solve,0,
63,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,C: fell back to per-condition solve,0,
63,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
63,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,C: fell back to per-condition solve,0,
